TRANSACTION_ID,USER_ID,AMOUNT,AMOUNT_ZSCORE,IS_HIGH_VALUE,USER_AVG_AMOUNT,USER_STD_AMOUNT,USER_TOTAL_TRANSACTIONS,TXN_COUNT_1H,TXN_COUNT_24H,TXN_COUNT_7D,CATEGORY,CATEGORY_RISK_WEIGHT,HOUR_OF_DAY,DAY_OF_WEEK,IS_WEEKEND,LOCATION,IS_NEW_LOCATION,LOCATION_ENTROPY,COMPUTED_AT
EE2D84D86BAA,USER_001,66.24,-0.2682,False,82.83796666666666,61.88393934910281,300,1,2,11,Jewelry,0.9,7,1,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
9CA56DA9FEA6,USER_001,247.22,2.6563,True,82.83796666666666,61.88393934910281,300,0,3,12,Clothing,0.4,12,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
CD44654080DA,USER_001,122.65,0.6433,False,82.83796666666666,61.88393934910281,300,0,3,13,Clothing,0.4,20,1,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
45F53A931041,USER_001,59.72,-0.3736,False,82.83796666666666,61.88393934910281,300,0,4,14,Jewelry,0.9,4,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
CF8FFD21CDD4,USER_001,85.19,0.038,False,82.83796666666666,61.88393934910281,300,1,5,15,Clothing,0.4,4,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
2E98C2D981B3,USER_001,94.25,0.1844,False,82.83796666666666,61.88393934910281,300,0,5,16,Jewelry,0.9,7,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
B21E43AD7AA7,USER_001,31.33,-0.8323,False,82.83796666666666,61.88393934910281,300,0,5,17,Jewelry,0.9,10,2,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
F27EA3C95FEB,USER_001,37.69,-0.7296,False,82.83796666666666,61.88393934910281,300,0,4,18,Clothing,0.4,21,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
35572FB4F6AF,USER_001,37.42,-0.7339,False,82.83796666666666,61.88393934910281,300,0,0,15,Clothing,0.4,22,3,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
4CD30F2A843B,USER_001,102.61,0.3195,False,82.83796666666666,61.88393934910281,300,0,1,16,Clothing,0.4,2,4,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
0583A4D9D211,USER_001,45.08,-0.6101,False,82.83796666666666,61.88393934910281,300,0,2,17,Jewelry,0.9,4,4,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
A546BECEDE3A,USER_001,71.74,-0.1793,False,82.83796666666666,61.88393934910281,300,0,3,18,Jewelry,0.9,8,4,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
587E9231FD3E,USER_001,80.01,-0.0457,False,82.83796666666666,61.88393934910281,300,0,4,19,Jewelry,0.9,10,4,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
D91FC2A4E5BB,USER_001,51.91,-0.4998,False,82.83796666666666,61.88393934910281,300,0,5,20,Jewelry,0.9,13,4,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
BD42BFB878E8,USER_001,49.26,-0.5426,False,82.83796666666666,61.88393934910281,300,0,0,19,Jewelry,0.9,14,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
3CAF238B3A64,USER_001,59.04,-0.3846,False,82.83796666666666,61.88393934910281,300,0,1,20,Jewelry,0.9,16,5,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
EBBA8C751FD5,USER_001,86.69,0.0622,False,82.83796666666666,61.88393934910281,300,1,2,21,Jewelry,0.9,17,5,True,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
905E3BE153F9,USER_001,60.51,-0.3608,False,82.83796666666666,61.88393934910281,300,0,3,22,Clothing,0.4,20,5,True,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
D0162747F1C8,USER_001,277.48,3.1453,True,82.83796666666666,61.88393934910281,300,0,0,20,Restaurants,0.2,23,6,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
5EF76385A4B6,USER_001,29.65,-0.8595,False,82.83796666666666,61.88393934910281,300,0,1,21,Jewelry,0.9,7,0,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
5F0B4FDFA672,USER_001,110.62,0.4489,False,82.83796666666666,61.88393934910281,300,0,0,17,Clothing,0.4,21,1,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
BD538C49A530,USER_001,22.57,-0.9739,False,82.83796666666666,61.88393934910281,300,0,1,18,Clothing,0.4,2,2,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
E5952E9A508D,USER_001,120.02,0.6008,False,82.83796666666666,61.88393934910281,300,0,2,15,Jewelry,0.9,13,2,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
10DFDBA4CE52,USER_001,113.31,0.4924,False,82.83796666666666,61.88393934910281,300,1,3,16,Clothing,0.4,13,2,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
46596B953202,USER_001,33.06,-0.8044,False,82.83796666666666,61.88393934910281,300,0,4,17,Clothing,0.4,21,2,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
CC29010E5FBE,USER_001,43.25,-0.6397,False,82.83796666666666,61.88393934910281,300,0,1,17,Clothing,0.4,14,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
0D473204FB5A,USER_001,80.76,-0.0336,False,82.83796666666666,61.88393934910281,300,0,1,17,Coffee Shops,0.05,0,4,False,"Miami, FL",True,2.557519251383109,2026-02-20T02:56:52.079131
103B6CB8DCE5,USER_001,120.99,0.6165,False,82.83796666666666,61.88393934910281,300,0,1,13,Jewelry,0.9,14,4,False,"Denver, CO",True,2.557519251383109,2026-02-20T02:56:52.079131
10EDB0CD3E1E,USER_001,77.39,-0.088,False,82.83796666666666,61.88393934910281,300,0,2,14,Jewelry,0.9,16,4,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
2B5860F0BFDD,USER_001,80.42,-0.0391,False,82.83796666666666,61.88393934910281,300,0,3,15,Jewelry,0.9,0,5,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
4D874D257BA1,USER_001,34.32,-0.784,False,82.83796666666666,61.88393934910281,300,0,1,15,Jewelry,0.9,16,5,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
8F6F63AF577B,USER_001,38.56,-0.7155,False,82.83796666666666,61.88393934910281,300,1,2,15,Clothing,0.4,17,5,True,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
CB482EE85726,USER_001,20.53,-1.0069,False,82.83796666666666,61.88393934910281,300,1,3,15,Clothing,0.4,17,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
4C46059C6A40,USER_001,115.68,0.5307,False,82.83796666666666,61.88393934910281,300,0,4,16,Clothing,0.4,19,5,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
D266A655F053,USER_001,115.4,0.5262,False,82.83796666666666,61.88393934910281,300,1,5,17,Clothing,0.4,20,5,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
AA2940EC5922,USER_001,52.4,-0.4919,False,82.83796666666666,61.88393934910281,300,0,6,17,Jewelry,0.9,21,5,True,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
7B5944924B64,USER_001,78.68,-0.0672,False,82.83796666666666,61.88393934910281,300,1,7,18,Clothing,0.4,21,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
C2E907891E9D,USER_001,151.6,1.1111,False,82.83796666666666,61.88393934910281,300,0,7,19,Jewelry,0.9,1,6,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
9F26B09A2085,USER_001,46.81,-0.5822,False,82.83796666666666,61.88393934910281,300,0,8,20,Jewelry,0.9,7,6,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
2CC382524603,USER_001,100.96,0.2928,False,82.83796666666666,61.88393934910281,300,0,9,21,Jewelry,0.9,16,6,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
A5367950E976,USER_001,48.27,-0.5586,False,82.83796666666666,61.88393934910281,300,1,10,22,Clothing,0.4,16,6,True,"San Francisco, CA",True,2.557519251383109,2026-02-20T02:56:52.079131
3A2C4CE015FC,USER_001,39.42,-0.7016,False,82.83796666666666,61.88393934910281,300,0,3,22,Clothing,0.4,4,0,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
50ECA6C4A3A0,USER_001,113.32,0.4926,False,82.83796666666666,61.88393934910281,300,0,1,22,Jewelry,0.9,18,0,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
69317E5228FA,USER_001,66.77,-0.2596,False,82.83796666666666,61.88393934910281,300,0,2,23,Clothing,0.4,21,0,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
408D14B437A1,USER_001,73.35,-0.1533,False,82.83796666666666,61.88393934910281,300,0,2,24,Jewelry,0.9,4,1,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
E20962A8C8D6,USER_001,60.43,-0.3621,False,82.83796666666666,61.88393934910281,300,0,3,25,Clothing,0.4,6,1,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
7C47B185E1C2,USER_001,109.66,0.4334,False,82.83796666666666,61.88393934910281,300,0,4,26,Jewelry,0.9,11,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
B034A343F9D7,USER_001,36.4,-0.7504,False,82.83796666666666,61.88393934910281,300,0,5,27,Clothing,0.4,14,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
7621C4B06F99,USER_001,85.77,0.0474,False,82.83796666666666,61.88393934910281,300,0,2,26,Clothing,0.4,6,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
67C6B9EE207E,USER_001,54.69,-0.4549,False,82.83796666666666,61.88393934910281,300,1,3,27,Jewelry,0.9,7,2,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
2C0DD873A1F4,USER_001,45.26,-0.6072,False,82.83796666666666,61.88393934910281,300,0,3,28,Clothing,0.4,12,2,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
2E3C282262B6,USER_001,33.68,-0.7944,False,82.83796666666666,61.88393934910281,300,0,3,27,Jewelry,0.9,14,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
2AF261321DF8,USER_001,175.38,1.4954,False,82.83796666666666,61.88393934910281,300,0,2,27,Clothing,0.4,8,3,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
4AD3A6E81C9C,USER_001,166.73,1.3556,False,82.83796666666666,61.88393934910281,300,0,3,28,Grocery,0.15,12,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
588F6BDD6A3B,USER_001,112.67,0.4821,False,82.83796666666666,61.88393934910281,300,0,2,28,Clothing,0.4,14,3,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
A2809FC2BD76,USER_001,43.01,-0.6436,False,82.83796666666666,61.88393934910281,300,0,3,29,Jewelry,0.9,21,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
A8C577E81350,USER_001,104.45,0.3492,False,82.83796666666666,61.88393934910281,300,1,4,30,Clothing,0.4,22,3,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
5200C0D14806,USER_001,39.86,-0.6945,False,82.83796666666666,61.88393934910281,300,0,5,30,Clothing,0.4,6,4,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
708347041AA2,USER_001,54.91,-0.4513,False,82.83796666666666,61.88393934910281,300,0,3,29,Jewelry,0.9,19,4,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
7F3D20DB3594,USER_001,72.91,-0.1604,False,82.83796666666666,61.88393934910281,300,0,2,30,Clothing,0.4,23,4,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
A8A501A5132F,USER_001,66.27,-0.2677,False,82.83796666666666,61.88393934910281,300,0,3,30,Clothing,0.4,1,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
1E5865DC7FD3,USER_001,29.43,-0.863,False,82.83796666666666,61.88393934910281,300,0,4,31,Jewelry,0.9,2,5,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
1E847A03C16E,USER_001,48.59,-0.5534,False,82.83796666666666,61.88393934910281,300,0,5,32,Clothing,0.4,4,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
4955DF7BFFE5,USER_001,199.58,1.8865,False,82.83796666666666,61.88393934910281,300,0,0,25,Clothing,0.4,5,6,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
4FCC5AB586A5,USER_001,82.92,0.0013,False,82.83796666666666,61.88393934910281,300,0,1,23,Clothing,0.4,22,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
D7CB7D24B5AA,USER_001,46.99,-0.5793,False,82.83796666666666,61.88393934910281,300,0,2,24,Jewelry,0.9,0,0,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
9A1361A87102,USER_001,100.72,0.289,False,82.83796666666666,61.88393934910281,300,0,2,24,Clothing,0.4,5,0,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
A5E19CFED461,USER_001,76.84,-0.0969,False,82.83796666666666,61.88393934910281,300,0,0,21,Jewelry,0.9,8,1,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
D35E262F5204,USER_001,74.84,-0.1292,False,82.83796666666666,61.88393934910281,300,0,1,19,Clothing,0.4,6,2,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
468FF2CEA60C,USER_001,93.22,0.1678,False,82.83796666666666,61.88393934910281,300,0,1,17,Clothing,0.4,20,2,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
1D56525FE655,USER_001,107.78,0.403,False,82.83796666666666,61.88393934910281,300,0,2,18,Jewelry,0.9,0,3,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
9707193191FD,USER_001,42.29,-0.6552,False,82.83796666666666,61.88393934910281,300,0,3,19,Clothing,0.4,3,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
2E8C6E391102,USER_001,21.96,-0.9837,False,82.83796666666666,61.88393934910281,300,0,1,15,Jewelry,0.9,2,4,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
A72691C70132,USER_001,42.6,-0.6502,False,82.83796666666666,61.88393934910281,300,1,1,16,Clothing,0.4,3,4,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
57C9FEA7ED84,USER_001,71.66,-0.1806,False,82.83796666666666,61.88393934910281,300,0,2,16,Clothing,0.4,17,4,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
A3D851A80407,USER_001,21.35,-0.9936,False,82.83796666666666,61.88393934910281,300,0,1,12,Jewelry,0.9,5,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
A7A0A41E269B,USER_001,133.0,0.8106,False,82.83796666666666,61.88393934910281,300,0,1,13,Jewelry,0.9,20,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
740FB5E58A7D,USER_001,164.31,1.3165,False,82.83796666666666,61.88393934910281,300,0,2,14,Jewelry,0.9,1,6,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
362D2DBC19D0,USER_001,40.13,-0.6901,False,82.83796666666666,61.88393934910281,300,1,3,15,Clothing,0.4,2,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
A69618EEF3B4,USER_001,83.56,0.0117,False,82.83796666666666,61.88393934910281,300,0,3,15,Jewelry,0.9,6,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
679589887C48,USER_001,118.72,0.5798,False,82.83796666666666,61.88393934910281,300,0,4,16,Jewelry,0.9,14,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
7F6C212506CC,USER_001,112.69,0.4824,False,82.83796666666666,61.88393934910281,300,0,4,16,Jewelry,0.9,23,6,True,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
13B4F94A4528,USER_001,63.69,-0.3094,False,82.83796666666666,61.88393934910281,300,1,5,17,Jewelry,0.9,23,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
EA53E593048D,USER_001,61.07,-0.3518,False,82.83796666666666,61.88393934910281,300,0,6,17,Clothing,0.4,0,0,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
6AB413FE805F,USER_001,60.03,-0.3686,False,82.83796666666666,61.88393934910281,300,0,6,18,Clothing,0.4,1,0,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
D8491A1EDC94,USER_001,88.18,0.0863,False,82.83796666666666,61.88393934910281,300,0,5,18,Clothing,0.4,10,0,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
F49C012D4A4D,USER_001,64.56,-0.2954,False,82.83796666666666,61.88393934910281,300,0,1,19,Electronics,0.7,5,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
CF2EB122108C,USER_001,82.65,-0.003,False,82.83796666666666,61.88393934910281,300,0,1,19,Jewelry,0.9,20,1,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
190C7E1CE94E,USER_001,132.53,0.803,False,82.83796666666666,61.88393934910281,300,0,1,19,Jewelry,0.9,14,2,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
7B8C867253F8,USER_001,68.64,-0.2294,False,82.83796666666666,61.88393934910281,300,0,1,18,Clothing,0.4,1,3,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
3B8FD741525D,USER_001,80.87,-0.0318,False,82.83796666666666,61.88393934910281,300,1,2,19,Clothing,0.4,1,3,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
CC5A03474898,USER_001,82.69,-0.0024,False,82.83796666666666,61.88393934910281,300,0,3,19,Jewelry,0.9,4,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
91D970F631BC,USER_001,56.34,-0.4282,False,82.83796666666666,61.88393934910281,300,0,4,20,Clothing,0.4,5,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
EA289F2E5762,USER_001,32.94,-0.8063,False,82.83796666666666,61.88393934910281,300,1,5,21,Clothing,0.4,6,3,False,"Atlanta, GA",True,2.557519251383109,2026-02-20T02:56:52.079131
54486346EBCB,USER_001,126.35,0.7031,False,82.83796666666666,61.88393934910281,300,0,6,22,Clothing,0.4,13,3,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
504093498C16,USER_001,26.29,-0.9138,False,82.83796666666666,61.88393934910281,300,0,6,23,Clothing,0.4,20,3,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
2EAA92C169C3,USER_001,51.21,-0.5111,False,82.83796666666666,61.88393934910281,300,0,7,24,Clothing,0.4,23,3,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
47319796708D,USER_001,29.34,-0.8645,False,82.83796666666666,61.88393934910281,300,0,6,24,Clothing,0.4,3,4,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
F18A88A4A220,USER_001,138.67,0.9022,False,82.83796666666666,61.88393934910281,300,0,3,23,Grocery,0.15,19,4,False,"Seattle, WA",True,2.557519251383109,2026-02-20T02:56:52.079131
626A923D53DF,USER_001,62.82,-0.3235,False,82.83796666666666,61.88393934910281,300,0,3,24,Clothing,0.4,21,4,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
E3FF396242EE,USER_001,40.58,-0.6829,False,82.83796666666666,61.88393934910281,300,1,4,25,Jewelry,0.9,21,4,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
1337AE2235C9,USER_001,184.27,1.6391,False,82.83796666666666,61.88393934910281,300,2,5,26,Clothing,0.4,22,4,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
8B40BAD726AF,USER_001,28.76,-0.8739,False,82.83796666666666,61.88393934910281,300,0,5,27,Clothing,0.4,1,5,True,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
3E2A86B030BF,USER_001,53.14,-0.4799,False,82.83796666666666,61.88393934910281,300,1,6,28,Jewelry,0.9,1,5,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
E92C98E1AF32,USER_001,119.85,0.5981,False,82.83796666666666,61.88393934910281,300,0,6,28,Retail,0.3,7,5,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
BA945245F482,USER_001,66.07,-0.271,False,82.83796666666666,61.88393934910281,300,0,7,29,Clothing,0.4,10,5,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
56ED40FD54B7,USER_001,46.76,-0.583,False,82.83796666666666,61.88393934910281,300,0,8,30,Jewelry,0.9,12,5,True,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
C313E5A44BB1,USER_001,73.46,-0.1515,False,82.83796666666666,61.88393934910281,300,0,3,27,Clothing,0.4,6,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
45277A24F148,USER_001,35.63,-0.7628,False,82.83796666666666,61.88393934910281,300,0,2,28,Clothing,0.4,12,6,True,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
9AD075DF1CDC,USER_001,77.98,-0.0785,False,82.83796666666666,61.88393934910281,300,0,2,28,Grocery,0.15,18,6,True,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
382797699D97,USER_001,174.13,1.4752,False,82.83796666666666,61.88393934910281,300,0,3,25,Jewelry,0.9,3,0,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
1BB0A8DFB25D,USER_001,33.26,-0.8011,False,82.83796666666666,61.88393934910281,300,0,3,25,Jewelry,0.9,11,0,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
CF5112518842,USER_001,52.33,-0.493,False,82.83796666666666,61.88393934910281,300,1,4,26,Retail,0.3,12,0,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
8A0009F9AF13,USER_001,72.06,-0.1742,False,82.83796666666666,61.88393934910281,300,0,3,27,Jewelry,0.9,1,1,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
99A935ACEEDD,USER_001,52.04,-0.4977,False,82.83796666666666,61.88393934910281,300,0,3,27,Jewelry,0.9,7,1,False,"Los Angeles, CA",True,2.557519251383109,2026-02-20T02:56:52.079131
C4A8E1EE5903,USER_001,9.9,-1.1786,False,82.83796666666666,61.88393934910281,300,0,2,28,Clothing,0.4,13,1,False,"New York, NY",True,2.557519251383109,2026-02-20T02:56:52.079131
7198B92E5419,USER_001,33.86,-0.7914,False,82.83796666666666,61.88393934910281,300,1,3,29,Jewelry,0.9,13,1,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
9A988FFA6E41,USER_001,124.25,0.6692,False,82.83796666666666,61.88393934910281,300,0,4,30,Clothing,0.4,17,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
746E3E3F0D7A,USER_001,36.25,-0.7528,False,82.83796666666666,61.88393934910281,300,0,5,31,Clothing,0.4,20,1,False,"Phoenix, AZ",True,2.557519251383109,2026-02-20T02:56:52.079131
0DAFA6CFC121,USER_001,111.23,0.4588,False,82.83796666666666,61.88393934910281,300,1,6,31,Gas Stations,0.1,20,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
B6CD4815472C,USER_001,56.61,-0.4238,False,82.83796666666666,61.88393934910281,300,0,7,32,Clothing,0.4,23,1,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
8C21F565393F,USER_001,29.84,-0.8564,False,82.83796666666666,61.88393934910281,300,0,7,33,Grocery,0.15,1,2,False,"Houston, TX",False,2.557519251383109,2026-02-20T02:56:52.079131
8DEB195C0CDF,USER_001,57.83,-0.4041,False,82.83796666666666,61.88393934910281,300,0,7,34,Clothing,0.4,7,2,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
021E77C37DC2,USER_001,69.62,-0.2136,False,82.83796666666666,61.88393934910281,300,0,8,35,Clothing,0.4,9,2,False,"Boston, MA",True,2.557519251383109,2026-02-20T02:56:52.079131
